Filename,Title,Authors,Year,Summary
PMC_1249_31.pdf,Cortical dysfunction and impulsivity in non-suicidal self-injury: a multimodal study using TMS-EEG and fNIRS,Bolin Tan; Chunnan Tong; Peng Xie; Linfei Shou; Yue Ning; Lirong Hu; Tianyi Yuan,2025,"This study aimed to investigate the cortical excitability differences between adolescents with NSSI and healthy controls using concurrent TMS-EEG and fNIRS. The results showed that the NSSI group exhibited significantly higher scores on both the ANSAQ and SIOSS compared to the healthy controls, and fNIRS results showed reduced prefrontal and temporal lobe activation in the NSSI group. TMS-EEG analysis indicated heightened P30 amplitudes in the left and right prefrontal cortex in the NSSI group, suggesting abnormal cortical excitability, particularly in the prefrontal regions, which may contribute to impulsive behaviors and cognitive control difficulties in adolescents with NSSI."
PMC_1249_32.pdf,"Longitudinal associations between preschoolers' 24-h movement behaviors and development of self-regulation, executive function, vocabulary, and numeracy",Kristoffer Buene Vabø; Katrine Nyvoll Aadland; Anthony D. Okely; Caterina Pesce; Eivind Aadland,2025,"This study aimed to examine longitudinal associations between 24-h movement behaviors (physical activity, sedentary behavior, screen time, and sleep) and change in self-regulation, executive function, vocabulary, and numeracy in preschool children. The authors found no significant associations in the primary analyses, but subgroup analyses showed significant associations in girls for change in inhibition and self-regulation."
PMC_1249_33.pdf,Transfer between Reading Comprehension and Word-Problem Solving among Children with Learning Difficulty in Both Domains,Lynn S. Fuchs; Pamela M. Seethaler; Sonya K. Sterba; Douglas Fuchs; Laurie E. Cutting; Jeannette Mancilla-Martinez; BrittanyLee N. Martin; Daniel Espinas,2024,"This research examined the effects of single-domain text-structure interventions (reading comprehension or word-problem solving) on improving both reading comprehension and word-problem solving among second-grade children with comorbid learning difficulties in these two domains. The study found that both types of interventions led to significant gains in the target domain as well as cross-domain transfer effects, suggesting that word-problem solving can be considered a form of text comprehension. The findings provide proof-of-concept evidence for using text-structure instruction to address the complex needs of children with comorbid reading and math difficulties."
PMC_1249_34.pdf,Construction of decision tree prediction model and group intervention for the mindfulness level of community pre-frail elderly: A cross-sectional study,Hao Zheng; Junrong Xu; Fei Li; Yi Qin; Daoxun Zheng,2025,"This study identified the influencing factors of mindfulness among community-dwelling pre-frail older adults, built predictive models, and proposed stratified interventions. The mean mindfulness score was moderate, with monthly income as the primary influencing factor. A decision tree model was constructed using income, healthcare burden, insomnia status, number of children, and educational attainment as predictors. The study recommends establishing a targeted intervention framework integrating economic support, sleep management, and intergenerational support, prioritizing the low-income group with medical burdens."
PMC_1249_35.pdf,Multimodal investigation of the neurocognitive deficits underlying dyslexia in adulthood,Cristina Cara; Giulia Zantonello; Marta Ghio; Marco Tettamanti,2025,"This study used a multimodal approach, including behavioral assessments, functional MRI tasks, and structural MRI, to investigate the neurocognitive deficits underlying dyslexia in adults. The results showed that dyslexic individuals performed worse than controls in phonological tasks and exhibited reduced cerebellar responses to rhythmic stimuli, as well as structural disorganization in white matter tracts and cortical regions. Importantly, a machine learning model trained on features from all three MRI modalities discriminated between dyslexics and controls with greater accuracy than single-modality models, and the individual classification scores correlated with reading accuracy."
PMC_1249_36.pdf,Causal Inference Methods for Combining Randomized Trials and Observational Studies: A Review,Bénédicte Colnet; Imke Mayer; Guanhua Chen; Awa Dieng; Ruohong Li; Gaël Varoquaux; Jean-Philippe Vert; Julie Josse; Shu Yang,2024,"This paper reviews methods for causal inference that combine randomized controlled trials (RCTs) and observational studies to improve the generalizability of RCT findings and the credibility of observational evidence. The review discusses identification and estimation methods that use observational data to increase the external validity of RCTs, as well as methods that leverage RCT data to ensure the unconfoundedness of observational analyses or to improve the estimation of average treatment effects."
PMC_1249_4.pdf,Everyday Heroes: The Personal and Economic Stressors of Early Care and Education Teachers Serving Low-Income Children,Anna D. Johnson; Deborah A. Phillips; Anne Partika; Sherri Castle,2020,"This study examines the personal and economic stressors experienced by early care and education (ECE) teachers serving low-income children, and explores how these stressors are associated with child academic, self-regulatory, and social outcomes. The results indicate that ECE teachers in the sample report high levels of personal and economic stressors, but these stressors do not consistently predict child outcomes. The study suggests the need for more research to understand how teachers are able to protect children from the impacts of their own stressors, and how this can inform professional development to improve teacher wellbeing."
PMC_1249_5.pdf,Changing rooms and changing rules: a trans teacher's lessons in gender and institutional ambiguity,Yi Yau; Ya Chun Shen; Boon Hooi Lim,2025,"This study explores how a transgender teacher navigates structural violence and institutional erasure during gender transition within Taiwan's educational system. It reveals a disconnect between gender diversity legislation and the institutional inertia of school governance, analyzing how everyday practices such as data fields, bathroom access, gendered evaluations, professional recognition, and harassment responses reproduce epistemic violence and marginalization. The research further argues that non-normative embodiment, relational pedagogy, and affective labor serve as key strategies for reconfiguring teacher subjectivity and challenging dominant assumptions of a 'qualified' educator."
PMC_1249_6.pdf,Autonomy in socially assistive robotics: a systematic review,Romain Maure; Barbara Bruno,2025,"Socially assistive robots are increasingly being researched and deployed in various domains. While earlier works relied on the Wizard-of-Oz paradigm, a transition toward more autonomous robots can be observed. This systematic review analyzes the level of autonomy in socially assistive robots, identifying which sensing and actuation capabilities are typically automated and how they are automated, with the aim of identifying potential gaps for future research. The review also explores the transparency of the robots' autonomy level and capabilities to diverse target audiences, and reports on the embodiment, role, and other characteristics of socially assistive robots."
PMC_1249_7.pdf,"Social media use, eating attitudes, orthorexia nervosa and well‑being: testing a moderated mediation model",Ayşen Kovan; Murat Yıldırım,2025,"The study examines the mediating role of eating attitudes in the relationship between social media use and well-being, as well as the moderating effect of orthorexia nervosa on this relationship. The findings suggest that eating attitudes partially mediate the link between social media use and well-being, and orthorexia nervosa moderates this mediating effect, with the effect being stronger among individuals with low levels of orthorexia nervosa."
PMC_1249_8.pdf,Crying in the algorithm: modeling academic stress via multilayer topic construction and ERA effect,Liwei Ding; Hongfeng Zhang; Jinqiao Zhou,2025,"This study introduces an innovative multilayered topic modeling framework to analyze 33,827 user-generated comments related to academic pressure on social media. The analysis identifies six interrelated topics reflecting the interplay of individual, situational, and structural stressors. The study then develops the Expectancy–Regulation–Amplification (ERA) Model, which conceptualizes academic stress as a dynamic process shaped by the tension between external expectations and perceived capabilities, limitations in self-regulatory resources, and the cumulative amplification of stress across sociocultural and digital environments."
PMC_1249_9.pdf,Lightweight Unet with depthwise separable convolution for skin lesion segmentation,Yong Li; Bosheng Hu; Xia Wang; Kun Liu,2025,"This paper proposes a lightweight skin lesion segmentation model, LMSAUnet, that is based on the traditional UNet architecture but removes standard convolution modules and introduces the ECDF module which combines deep separable convolution and attention mechanisms. This significantly reduces the number of parameters and computational complexity while improving segmentation performance. The model outperforms multiple state-of-the-art segmentation models on several skin lesion datasets and exhibits stronger generalization capabilities, making it suitable for efficient and accurate skin lesion segmentation tasks under resource-constrained conditions."
PMC_1250.pdf,"Drone-based medication delivery for rural, flood-prone coastal communities",Yin-Hsuen Chen; Amro M. El-Adle; Kevin J. O'Brien; Taylor Wentworth; Heather G. Richter,2025,"This study evaluates the effectiveness of drone-based medication delivery in improving healthcare accessibility for vulnerable populations on Virginia's Eastern Shore. Compared to traditional personal vehicle travel, drone delivery reduced trip times from up to 50 minutes to under 10 minutes for more than 80% of the population, including elderly patients. The study developed transportation vulnerability indices to prioritize patients for drone-based pharmaceutical delivery and identified statistically significant clusters of high-need patients, particularly around the northernmost drone station."
PMC_1250_10.pdf,Microwave imaging for human brain stroke detection using frequency domain inverse modelling & phantom experiments,Soumya Prakash Rana; John G. Davis; Kamal Khalil; Michael O'Toole; Stuart Watson; Shijie Liang; Adrian Parry-Jones; David J. Daniels; Anthony J. Peyton,2025,"This study explores the use of microwave Inverse Synthetic Aperture Radar (ISAR) imaging for non-invasive and non-destructive detection and monitoring of human brain strokes. The researchers designed and fabricated a laboratory testbed to examine the feasibility of the ISAR approach, including a custom antenna and the use of water as a matching medium. The forward and inverse models were tested in simulated environments and evaluated using physical measurements on biological specimens, demonstrating the potential for detecting internal structural variations with sub-centimetre resolution. These preliminary findings lay the groundwork for future investigations into applying this technique for human brain imaging applications."
PMC_1250_11.pdf,Proportion of life spent in the United States and cognitive functioning in Spanish-speaking migrants: Findings from the Boston Latino Aging Study,Isabel Solis; Randy Medrano; Lusiana Martinez; Nadeshka J. Ramirez; Nikole A. Bonillas Felix; Jorge Alcina; Averi Giudicessic; Jairo E. Martineze; Clara Vila-Castela; Liliana A. Ramirez-Gomez; Marta Gonzalez Catalan; Daniel G. Saldana; Yakeel T. Quiroz,2025,"This study examines the relationship between the proportion of life spent in the United States and cognitive performance in older Latino migrants. The findings suggest that greater time in the U.S. is associated with lower phonemic fluency, likely due to cross-linguistic interference. The study underscores the importance of considering language dynamics and sociocultural context in studies of Latino cognitive aging."
PMC_1250_12.pdf,A critical review and classification of dementia risk assessment tools to inform dementia risk reduction,Md Hamidul Huque; Ranmalee Eramudugolla; Meiwei Li; Kim M. Kiely; Ruth Peters; Kaarin J. Anstey,2025,"This article reviews and classifies dementia risk assessment tools to inform dementia risk reduction. It synthesizes knowledge on risk scores for all-cause dementia, Alzheimer's disease, and vascular dementia, evaluates their content, cost, validation, and suitability for implementing risk reduction guidelines. The authors conclude that there are methodological limitations in the field, but several validated risk scores for all-cause dementia and Alzheimer's disease are now available that assess modifiable factors and offer cost-effective dementia risk assessment and risk reduction advice."
PMC_1250_13.pdf,Childhood maltreatment confers long-term risk for cognitive impairment: A prospective investigation,Stephanie Assuras; Kellie Courtney; Molly Maxfield; Shaina Shagalow; Sara Sherer; Jennifer J. Manly; Cathy Spatz Widom,2025,"This study investigates the long-term cognitive consequences of childhood maltreatment. It found that individuals with documented histories of childhood maltreatment performed worse on neuropsychological tests and had a significantly higher risk of cognitive impairment with no dementia (CIND), amnestic CIND, and non-amnestic CIND in late midlife compared to matched controls. The findings highlight the importance of early detection and preventive interventions to address the risks associated with childhood maltreatment."
PMC_1250_14.pdf,Parasagittal dural space and arachnoid granulations morphology in pre-clinical and early clinical multiple sclerosis,Ahmad Toubasi; Kilian Hett; Junzhong Xu; Caroline Gheen; Taegan Vinarsky; Chloe Cho; James E Eaton; Shailee Shah; Colin McKnight; Richard D Dortch; Manus J Donahue; Francesca Bagnato,2025,"This study evaluates the differences in volume and macromolecular content of the parasagittal dural (PSD) space and arachnoid granulations (AGs) between people with newly diagnosed multiple sclerosis (MS), clinically isolated syndrome, radiologically isolated syndrome, and healthy controls. The results show that larger frontal and parietal PSD volumes, as well as larger parietal AG volumes, were observed in patients compared to healthy controls, and the parietal PSD volume correlated with chronic black hole macromolecular content."
PMC_1250_15.pdf,Construction and analysis of the execution model for Chinese primary school teachers' extracurricular physical education service teaching: a case study of Henan Province,Tingyu Ma; Jieni Wang; Kejia Zhang; Leichang Cao,2025,"This study explores the structural model of Chinese primary school teachers' execution ability in extracurricular physical education service teaching. The results show that the execution ability model consists of nine first-order factors, including the abilities to understand policies, curriculum standards, and stakeholder expectations, as well as develop resources, design teaching, implement processes, evaluate learning effects and curricula, and reflect on services. The second-order dimension comprises the abilities to understand, operate, and evaluate extracurricular physical education services."
PMC_1250_16.pdf,The impact of contracted family doctor services on social adaptability among middle-aged and older adults in rural China: the mediating role of regular health management,Fan Yang; Min Su; Tianjiao Zhang; Weile Zhang; Zelin Liu; Huibo Li,2025,"This study examines how Contracted Family Doctor Services (CFDS) affect social adaptability in rural Chinese middle-aged and older adults, assessing the mediating role of regular health management (RHM). The results show that CFDS participation was significantly associated with enhanced social adaptability, and RHM partially mediated this relationship. The benefits were particularly pronounced among younger individuals and male subgroups."
PMC_1250_17.pdf,Emergency department visits due to severe falls: comparing patient self- reports and general practitioner records: A cross-sectional study,Greta Fellhölter; Tim Stuckenschneider; Laura Himmelmann; Tania Zieschang,2025,"This study analyzes the concordance between self-reported diagnoses of adults aged > 60 years presenting to the emergency department after a fall without hospitalization and diagnostic information provided by their general practitioners. The study found poor overall agreement between self-reported and general practitioner-reported diagnoses, with special attention needed for older adults and individuals with high concerns about falling, as these factors predicted discordance. The study highlights the need to improve the accuracy of diagnostic information to optimize follow-up care for older adults who experience severe falls."
PMC_1250_18.pdf,Discovery of an AKT1-targeting compound from a traditional herbal formula for alcoholic liver disease via integrative computational and experimental approaches,Shuxuan Yang; Caiting Zou; Dexian Li; Jingxin Lin; Qinghong Chen; Meilin Chen; Chuanghai Wu; Andrew Hung; Yanyan Liu; Xiaomin Sun; Hong Li; Qi Wang; Xiaoshan Zhao,2025,"This study aimed to identify the core active compounds and underlying mechanisms of the Dampness-Heat Regulating Formula (DRF), a traditional Chinese herbal tea, in mitigating alcohol-induced liver injury. The researchers used computational and experimental approaches to discover that oleanolic acid (OA) is a bioactive compound that directly interacts with and targets AKT1, a key hub protein in alcoholic liver disease. In vitro and in vivo assays validated the hepatoprotective effects of OA, and HPLC analysis confirmed the presence of physiologically relevant concentrations of OA in DRF."
PMC_1250_19.pdf,Research on the construction of a Chinese indicator system for college students' multidimensional health,Zhenning Liang; Chenxi Wang; Qingping Zhou; Yusupujiang Tuersun; Yao Yu; Siyuan Liu; Yuying Xie; Yi Qian,2025,"The study aimed to construct a Chinese indicator system for assessing the multidimensional health of college students. The system was developed through literature review, expert consultations, and student surveys, and includes 6 dimensions and 60 items related to physical health, mental health, lifestyle, environmental health, moral health, and vocational ability. The system was found to have scientific validity and reliability, and can be used to evaluate the overall health status of college students."
PMC_1250_2.pdf,"The mediating role of family function in the relationshipbetween stressful life events anddepressive symptoms in mid-pregnancy women: a birthcohort study in Wuhan, China",Yihan He; Hui Zhou; Jiyu Luo; Ao Xu; Dongmei Qiu; Haiyun Huang; Xiaorui Peng; Yujia Zhou; Lingyun Xu; Yang Li; Yuanyuan Li; Xiang Hu; Hongling Zhang,2025,"This study aims to assess the depression, family functioning, and stressful life events of women in their second trimester of pregnancy, and to explore whether family functioning mediates the relationship between stressful events and depressive symptoms. The findings reveal significant interrelationships among these factors, with family functioning partially mediating the relationship between stressful life events and depressive symptoms during the second trimester."
PMC_1250_21.pdf,Modelling Pain Perception Using Fuzzy Cognitive Maps,Hojjatollah Farahani; Nataša Kovač; Helal Fardi; Peter Charles Watson,2025,"The research developed a computational model using Fuzzy Cognitive Maps (FCMs) to simulate and predict individual pain experiences, based on expert input across multiple disciplines. The model integrates six significant concepts that influence pain perception: brain and neural basis of pain, psychological factors, social factors, individual differences, type of tissue damage, and general pain perception. The model structure indicates strong reinforcing influences between psychological and neural factors, while social influences tend to inhibit perceived pain. The findings suggest that the FCM model provides a useful framework for representing interactions between pain and its influencing factors."
PMC_1250_22.pdf,Identifying and subtyping dyscalculia in a sample of children with and without dyscalculia — a data-driven approach,Christian Kißler; Jörg-Tobias Kuhn,2025,"This study aimed to investigate whether children with dyscalculia form a homogeneous group that can be distinguished from children without dyscalculia, or if distinct dyscalculia subtypes should be assumed. The researchers analyzed a sample of 1,015 children using a data-driven subtyping approach and found that dyscalculia subtypes and children with dyscalculia in general do not seem to be clearly distinguishable from children without dyscalculia, as the boundaries are fluid. This suggests that all children who have difficulties in mathematics should be supported, and not only those classified as dyscalculic."
PMC_1250_23.pdf,University students' metaverse attachment and its predictors: escaping from reality,Yan Xu; Linmin Chen,2025,"This study explores why university students seek to escape to the metaverse and develop an attachment to this virtual place. Leveraging Escape Theory, the researchers found that various psychological challenges such as autonomy problems, study competence problems, and relatedness problems drive university students to engage with the metaverse as a means of escaping reality, which subsequently leads to virtual place attachment. The study contributes to the understanding of individuals' perceptions of the metaverse and how the connections between virtual and real spaces translate into attitudes toward metaverse technologies."
PMC_1250_24.pdf,Acupuncture on Post-Stroke Cognitive Impairment: A Systematic Review of Neuroimaging Studies,Shiqi Yang; Qiongnan Bao; Wanqi Zhong; Kexin Wu; Xinyue Zhang; Jin Yao; Ziwen Chen; Ping Xu; Zihan Yin; Fanrong Liang,2025,"This systematic review aimed to integrate existing evidence on the use of acupuncture for post-stroke cognitive impairment (PSCI) and its effects on brain structure and function. The review found that acupuncture, including manual acupuncture and electroacupuncture, consistently demonstrated positive effects on PSCI, with changes in brain regions and networks involved in cognition. The therapeutic effects of acupuncture on PSCI appear to be mediated through the regulation of cognition-related brain networks, though further research using multiple imaging techniques and large-scale clinical trials is needed to validate the findings."
PMC_1250_25.pdf,"Safety, tolerability, immunogenicity, and efficacy of ABvac40 active immunotherapy against A β40 in patients with mild cognitive impairment or very mild Alzheimer's disease: A randomized, double-blind, placebo-controlled phase 2 study",María Pascual-Lucas; Ana María Lacosta; María Montañés; Jesús Canudas; Jorge Loscos; Inmaculada Monleón; José Antonio Allué; Leticia Sarasa; Noelia Fandos; Judith Romero; Manuel Sarasa; Mireia Torres; Dermot Whyms; Jose Terencio; Gerard Piñol-Ripoll; Mercè Boada,2025,"This phase 2 study assessed the safety, tolerability, and immunogenicity of the ABvac40 active immunotherapy targeting Aβ40 in patients with mild cognitive impairment or very mild Alzheimer's disease. The treatment was found to be safe and well-tolerated, with no serious adverse events observed. ABvac40 was also able to induce a specific and sustained immune response in the plasma, with antibodies detected in the cerebrospinal fluid. The study results support further investigation of ABvac40 as a potential disease-modifying therapy for Alzheimer's disease."
PMC_1250_26.pdf,Assessment of patient satisfaction with the hemodialysis experience using an integrated decision-making approach with rough numbers,Jie Gao; Meihong Han; Bo Ban,2025,"This study proposes a novel patient satisfaction assessment framework that integrates rough numbers with the best-worst method (BWM) and the gained and lost dominance score (GLDS) method to address the subjectivity and uncertainty in evaluating patient satisfaction with hemodialysis experiences. The framework develops a comprehensive criteria system, uses rough numbers to represent linguistic judgments, determines robust criteria weights via the rough BWM, and ranks hospital alternatives by considering overall and criterion-level performance through the rough GLDS method. The proposed approach is validated through a case study and shown to produce reliable and interpretable rankings, identify the best-performing hospital, and demonstrate robustness under sensitivity analysis."
PMC_1250_27.pdf,A Single Bout of Intermittent Hypoxia Increases Cerebral Blood Flow and Supports an Executive Function Benefit,Denait Haile; Nasimi A. Guluzade; Antonio Mendes; Daniel A. Keir; Matthew Heath,2025,"This study investigates whether a single bout of intermittent hypoxia (IH), which increases cerebral blood flow, provides a transient benefit to executive function in healthy young adults. The results show that a single IH session led to a temporary improvement in executive function, as measured by antisaccade task performance, but this benefit was not directly linked to changes in cerebral hemodynamics during the IH protocol."
PMC_1250_28.pdf,"Three decades of CKD due to diabetes mellitus type 2 in China, with projections of disease burden from 2022 to 2036: a systematic analysis for the Global Burden of Disease Study 2021",Yujun He; Xiaoyi Wang; Yachao Wu; Lu Li; Minhui Liu; Ru Chen; Jiujie He; Wei Mai; Xiaojun Li,2025,"This study analyzes 30-year trends (1990–2021) in type 2 diabetes-related chronic kidney disease (CKD) burden, epidemiological characteristics, 15-year projections, and dietary risk factors in China. It finds that while age-standardized rates for some outcomes may decline, absolute burdens of CKD due to type 2 diabetes in China are increasing, driven by population aging. Strengthening healthcare systems, enhancing risk factor screening (e.g. dietary interventions), and improving diabetes management are imperative for prevention and control."
PMC_1250_29.pdf,Human augmentation to deliver an enhanced and resilient people capability for Defence,Anna Casey; N Pattyn; K Hogenelst; N C Armstrong; Y Fonken; S L Kemp,2025,"This paper considers the topic of human augmentation (HA) in a Defence context, drawing together current insights from an international team of experts. It presents principles for developing capability requirements, prioritizing technologies, and a framework for considering the ethical, legal, and social aspects of HA. The paper also examines two candidate HA technologies, pharmacological augmentation and non-invasive brain stimulation, to illustrate both what is known and areas requiring further research."
PMC_1250_3.pdf,Biomarkers of Alzheimer's disease modification using adaptive cognitive assessments to improve responsiveness—a simulation study,Antonio Rodríguez-Romero; Shibeshih Belachew; Emmanuel Bartholomé; Claudia Mazzà; Óscar Reyes; Carlos Luque; Silvan Pless; Corrado Bernasconi,2025,"This study evaluates the use of newly developed smartphone-based and gamified Adaptive Cognitive Assessments (ACAs) in clinical studies assessing cognition in Alzheimer's and other neurodegenerative diseases. The ACAs employ a system of dynamic difficulty adaptation to individual performance, which is expected to improve adherence and measurement properties. The researchers compare two ACA paradigms in simulations of patient cohorts with cognitive impairment, assessing the sensitivity to between-group effects in cohorts characterized by cognitive decline. The results show that the adaptive difficulty paradigm outperforms the fixed-difficulty paradigm in terms of responsiveness for cognitive decline rates above 2.5% per year."
PMC_1250_30.pdf,'It takes a village': deciphering the role of the gut microbiome in the health and performance of military personnel,Iain Templeman; E Parish; J Rimmer; G Clarke; T Troth; M S Goodson; J W Soares; S V Harding,2024,"The human gut microbiome can be impacted by various environmental and lifestyle factors, and its composition and function may mediate aspects of health and performance. This review summarizes research on leveraging insights about the gut microbiome to improve the health and performance of military personnel, including preventing traveler's diarrhea, modulating the stress response, and optimizing physical and cognitive performance."
PMC_1250_31.pdf,Characteristics of participants in the national research mentoring network studies,So Hee Hyun; Emma Dums; Fátima Ruiz Sancheznieto; Kimberly Spencer; Julie M. Hau; Jenna Griebel Rogers; Christine Pfund,2025,"This paper presents a descriptive analysis of data collected across 11 independent studies in the National Research Mentoring Network (NRMN) from 2019 to 2024, focusing on participant demographics and participation in training programs prior to NRMN. The study examines the backgrounds of over 6,000 participants engaged in mentorship intervention studies across the biomedical workforce, including participants from diverse demographics and career stages with varying levels of participation in prior mentor training and exposure to research training programs."
PMC_1250_32.pdf,Pesantren and inclusion: Bridging religion and disability in Islamic education in Indonesia,Nurul H. Rofiah; Norimune Kawai; Dara Sudiraharja,2025,"This article examines the role of pesantrens, traditional Islamic educational institutions in Indonesia, in fostering inclusive Islamic education. It explores their historical background, place within the national education system, and the role of religious scholars in shaping inclusive practices. The article focuses on opportunities for education for all, including persons with disabilities, such as religious participation, accommodations in education and worship, and modifications in learning methods."
PMC_1250_33.pdf,The impact of very-low-calorie ketogenic diets on gut microbiota in individuals with obesity: a systematic review and meta-analysis,Shun Wang; Zihan Bao; Ziyang Li; Mengqi Zhao; Xunling Wang; Fenghu Liu,2025,"This study aimed to systematically review and meta-analyze the effects of very-low-calorie ketogenic diets (VLCKD) on gut microbiota in individuals with obesity. The meta-analysis revealed that VLCKD interventions significantly improved gut microbial α-diversity, increased the abundance of Akkermansia, and increased the Firmicutes-to-Bacteroidetes ratio, while reducing the abundance of Bifidobacterium. Subgroup analyses further explored the effects based on BMI, age, and intervention duration. The study concludes that VLCKD is a promising dietary intervention for modulating gut microbiota in individuals with obesity, but its bidirectional effects warrant caution."
PMC_1250_34.pdf,Adjustment to the learning environment among university students who are deaf or hard of hearing,Kayla Percival; Mahanoor Ahmed; Nasim B. Khan,2025,"This study explored instructional, psychosocial, and environmental factors influencing the adjustment to the learning environment among deaf/Deaf or hard of hearing (d/DHH) students at the University of KwaZulu-Natal (UKZN). The findings reveal significant challenges related to disclosure of disability, availability of interpreters, classroom acoustics, and attitudinal barriers. Nonetheless, supportive lecturers and peers were found to facilitate better adjustment, highlighting the role of inclusive behaviors in enhancing learning experiences for d/DHH students."
PMC_1250_35.pdf,"Not one but two: cross-sectional associations among repeat pregnancy, maternal mental health and child cognitive outcomes among adolescent and young mothers in South Africa",Lorraine Sherr; Katharina Haag; Kathryn Steventon Roberts; Lucie Cluver; Janina Jochim; Wylene Saal; Nontokozo Langwenya; Camille Wittesaele; Janke Tolmay; Marguerite Marlow; Elona Toska,2025,"This study explored the associations between having multiple versus single children on young mothers' mental health and child development outcomes in South Africa. The findings suggest that having multiple children as an adolescent/young mother was linked to poorer maternal mental health, while delaying a second pregnancy until adulthood may have benefits for child cognitive development. Formal childcare support was also associated with positive child outcomes."
PMC_1250_36.pdf,Psychosocial determinants of psychological distress among people with disabilities in Ethiopia: a cross-sectional study,Endalamaw Salelew; Shegaye Shumet; Alemu Lemma; Tilahun Kassew; Dessie Abebaw Angaw; Yohannes Mirkena; Tadele Amare Zeleke; Getachew Tesfaw,2025,"This study aimed to assess the psychosocial determinants of psychological distress among people with disabilities in Ethiopia. The prevalence of psychological distress was 34.6%, and factors like older age, low perceived social support, experiencing stigma, and cognition problems were significantly associated with increased psychological distress. The study also found that professional help-seeking behavior was very low among those with psychological distress, highlighting the urgent need for targeted mental health interventions to reduce stigma, strengthen social support, and improve access to appropriate psychological care."
PMC_1250_37.pdf,Decreased Mitochondrial DNA Integrity and Elevated Inflammatory Markers in Late-Life Depression: A Longitudinal Study,Ana Paula Mendes-Silva; Perla El-Ahmad; Ana Paula Costa; Lloyd Cenon Balbuena; Yuliya Stoycheva Nikolova; Tarek Rajji; James Lowery Kennedy; Erica Leandro Vieira; Vanessa Faria Gonçalves; Breno Satler Diniz,2025,"This study examined the relationship between mitochondrial DNA (mtDNA) integrity, inflammation, and late-life depression (LLD). The results showed that LLD was associated with increased instability of circulating cell-free mtDNA, which was linked to more severe depressive symptoms and greater medical comorbidity. The longitudinal analysis revealed significant effects of diagnosis and time on mtDNA levels and deletion rate. Higher deletion rates at baseline also predicted increased levels of certain inflammatory markers at 30-month follow-up."
PMC_1250_38.pdf,Exploring the role of rhythmic music and embodied interaction in interpersonal synchrony and prosocial behaviors in children: The Moving Mandala mixed reality experience,Olga Gali; Sena Beste Ercan; Gray Atherton; Liam Cross; Pamela Heaton; Narcis Pares,2025,"The study investigates the use of Mixed Reality to promote interpersonal synchrony and prosocial behaviors in children. It introduces The Moving Mandala, a playful Mixed Reality experience designed to foster real-time synchrony among children through audiovisual cues and embodied interaction. The study examines the effects of rhythmic music and synchronous movements on interpersonal synchrony and prosocial behavior, finding that rhythmic music improves synchrony performance but does not significantly impact prosocial behavior or social bonding. The findings highlight the potential and challenges of using Mixed Reality to promote synchrony-based social outcomes, and contribute to the development of engaging socially supportive interventions for children."
PMC_1250_39.pdf,Attitudes of Primary School-Age Children Toward Peers with Disability Enrolled in Inclusive Governmental Schools in Egypt: A Cross-Sectional Study,Hassnaa Alaa Eldin Barakat Elsherbini; Lamiaa Amin Awad; Wafaa Hamed Elshafie,2025,"This study aimed to identify the attitudes of primary school-age children toward peers with disabilities enrolled in inclusive governmental schools in Egypt. The results showed that primary school-age children had a positive attitude toward their peers with disabilities, with the mean score on behavior being the highest while the one on effect was the lowest. Girls and boys who had a close friend or family member with disabilities had significantly higher overall scores compared to their peers who did not have such relationships."
PMC_1250_4.pdf,"Impact of the Eduball method on cognitive creativity, motor creativity, and motor fitness during physical education classes in 8- to 9-year-old children",Maryna Khorkova; Łukasz Bojkowski; Agata Korcz; Jana Krzysztoszek; Marlena Łopatka; Dagny Adamczak; Michał Bronikowski,2025,"This study aimed to assess the effectiveness of an Eduball-based physical education (PE) program in supporting creativity and motor fitness in early school-aged children. The Eduball method combines physical activity with cognitive challenges using educational balls. The study found that the Eduball method significantly supported selected aspects of creativity and motor fitness among 8-9-year-old children, highlighting the potential of the method as an effective pedagogical tool for fostering creativity development through physical education."
PMC_1250_40.pdf,The association between mental health and cognitive ability: Evidence from the Understanding Society survey,Syka Iqbal; Muhammad Waqas; Min Hooi Yong; Ronan McGarrigle; Eleftheria Vaportzis,2025,"This study examined the associations between mental health, cognitive ability, social interaction, and socio-demographic factors in older adults using a large, nationally representative dataset. The findings suggest that mental health positively relates to various cognitive abilities, and this relationship persists when controlling for social interaction and socio-demographic factors. Interventions should promote access to education, cognitive stimulation, and inclusive mental health services tailored to older adults."
PMC_1250_41.pdf,Metabolic and Psychosocial Health in Transgender Individuals Receiving Gender-Affirming Hormonal Therapy,Abhijit Sarkar,2025,"This study evaluated the metabolic and psychosocial effects of gender-affirming hormone therapy (GAHT) in transgender individuals. The results showed that transgender females exhibited more pronounced metabolic changes compared to transgender males, while both groups experienced significant improvements in psychosocial well-being. The findings highlight the importance of integrated care models that balance gender-affirming goals with cardiometabolic risk monitoring in transgender individuals."
